Name,League,Age,Height(cm),Weight(kg),OVR,Potential,Value,Wage,Minutes Played,Appearances,Saves,Saves Inside the Box,Penalties Save,Clean Sheets,League Rating,International Reputation,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Vision,Penalties,Composure,Diving,Handling,Kicking,Positioning,Reflexes,Link
Rory Watson,League Two,25,190,85,60,65,300K,2K,1080 ,12 ,34 ,25 ,1 ,2 ,6,1,40,48,55,61,58,54,33,54,40,24,32,26,39,58,57,56,60,63,https://sofifa.com/player/223982/rory-watson/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhenqiang Zhang,Super League,28,188,70,60,60,170K,1K,226 ,3 ,3 ,2 ,0 ,1 ,6,1,50,52,41,58,64,65,36,68,18,21,34,23,27,63,52,63,55,64,https://sofifa.com/player/222177/zhenqiang-zhang/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingqi Fang,League One,28,188,76,60,60,170K,2K,990 ,11 ,0 ,0 ,0 ,3 ,,1,39,36,33,52,54,46,43,28,21,23,58,17,27,60,60,54,62,60,https://sofifa.com/player/221798/jingqi-fang/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyeong Min Kim,K-League 1,29,189,81,60,61,190K,800,180 ,2 ,0 ,0 ,0 ,0 ,,1,49,49,40,67,57,58,26,58,18,23,29,21,56,59,56,61,55,62,https://sofifa.com/player/221759/gyeong-min-kim/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Eskelinen,Superliga,24,192,80,60,64,275K,2K,2566 ,29 ,70 ,33 ,0 ,10 ,6,1,28,37,30,57,48,55,39,64,31,14,41,21,47,60,59,59,60,59,https://sofifa.com/player/216540/william-eskelinen/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Mitchell,League One,26,189,86,60,63,250K,2K,900 ,10 ,43 ,30 ,1 ,2 ,7,1,59,40,60,60,62,64,30,66,32,18,61,29,51,59,60,63,56,61,https://sofifa.com/player/216478/jonathan-mitchell/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdullah Al Saleh,Pro League,31,179,77,60,60,130K,3K,560 ,7 ,0 ,0 ,0 ,1 ,,1,48,48,32,59,57,54,35,60,24,23,29,22,46,61,57,61,60,59,https://sofifa.com/player/210791/abdullah-al-saleh/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacopo Furlan,Serie C: Girone C,28,189,75,60,62,210K,6K,0 ,0 ,0 ,0 ,0 ,0 ,,1,45,44,33,57,59,57,37,52,18,22,11,25,49,59,57,55,59,61,https://sofifa.com/player/205727/jacopo-furlan/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesco Rossi,Serie A,30,193,83,60,60,160K,5K,0 ,0 ,0 ,0 ,0 ,0 ,,1,22,21,55,48,40,55,22,25,14,27,22,14,42,62,60,62,58,60,https://sofifa.com/player/194894/francesco-rossi/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sen Hou,Super League,32,188,81,60,60,120K,2K,826 ,11 ,26 ,16 ,0 ,2 ,6,1,37,51,58,60,56,65,25,57,29,25,50,15,49,60,53,56,62,62,https://sofifa.com/player/191528/sen-hou/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali Al Mazaidi,Pro League,35,190,86,60,60,25K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,39,37,42,51,45,26,39,59,38,22,59,12,33,58,62,62,59,61,https://sofifa.com/player/191437/ali-al-mazaidi/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shunsuke Ando,J-League,30,185,81,60,60,160K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,45,39,60,62,54,68,32,68,20,12,13,12,15,59,53,52,65,60,https://sofifa.com/player/191336/shunsuke-ando/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soo Hyuk Cho,K-League 1,34,188,83,60,60,40K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,31,37,69,57,45,57,21,65,18,12,54,20,61,60,61,60,60,58,https://sofifa.com/player/187144/soo-hyuk-cho/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuai Li,Super League,38,193,88,60,60,25K,1K,0 ,2 ,0 ,0 ,0 ,0 ,,1,30,34,32,54,55,55,41,45,25,17,47,23,49,62,59,59,61,56,https://sofifa.com/player/186488/shuai-li/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Lainton,National League,31,193,79,60,60,130K,500,2115 ,24 ,0 ,0 ,0 ,10 ,,1,55,54,53,57,46,35,33,63,44,14,41,11,24,61,59,55,59,60,https://sofifa.com/player/184282/rob-lainton/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean Lyness,Premiership,29,191,76,60,60,170K,1K,142 ,2 ,3 ,2 ,0 ,1 ,6,1,54,53,48,56,49,46,29,58,38,12,34,22,51,60,60,56,58,62,https://sofifa.com/player/183533/dean-lyness/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Odonnell,League Two,32,188,85,60,60,120K,2K,2520 ,28 ,82 ,55 ,0 ,6 ,6,1,54,50,56,55,51,65,32,73,29,16,48,14,47,61,60,59,59,60,https://sofifa.com/player/182206/richard-odonnell/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yerko Sanpian,League Two,37,188,85,60,60,25K,500,2520 ,28 ,82 ,55 ,0 ,6 ,6,1,33,35,38,55,49,66,35,77,36,26,61,23,62,61,58,61,60,60,https://sofifa.com/player/160014/yerko-sanpian/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Maroles,League Two,37,181,75,60,60,25K,500,2520 ,28 ,82 ,55 ,0 ,6 ,6,1,29,33,49,56,50,64,22,38,33,8,48,26,22,61,62,60,55,61,https://sofifa.com/player/159902/marko-maroles/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Brown,League Two,36,188,87,60,60,25K,1K,4140 ,46 ,113 ,65 ,0 ,15 ,6,1,52,50,63,56,46,64,28,56,27,24,25,19,60,61,57,58,60,60,https://sofifa.com/player/152456/scott-brown/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Herrera,League Two,17,190,93,59,76,500K,500,4140 ,46 ,113 ,65 ,0 ,15 ,6,1,34,27,38,54,30,53,22,69,31,10,28,21,29,57,63,62,54,61,https://sofifa.com/player/267575/franco-herrera/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Daniel Lasso,League Two,19,193,85,59,66,375K,500,4140 ,46 ,113 ,65 ,0 ,15 ,6,1,20,27,26,55,28,35,18,61,22,12,28,15,38,58,57,58,58,60,https://sofifa.com/player/266894/jose-daniel-lasso/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavel Pavlyuchenko,Vysshaya Liga,23,194,88,59,65,300K,900,1108 ,13 ,0 ,0 ,0 ,3 ,,1,22,32,23,45,28,38,18,64,16,12,36,12,26,59,62,58,58,61,https://sofifa.com/player/266680/pavel-pavlyuchenko/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Feller,Vysshaya Liga,17,183,75,59,69,400K,500,1108 ,13 ,0 ,0 ,0 ,3 ,,1,29,32,35,33,43,60,26,41,24,10,40,13,40,61,60,63,62,60,https://sofifa.com/player/266641/frank-feller/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Gadellaa,Vysshaya Liga,18,196,87,59,74,450K,500,1108 ,13 ,0 ,0 ,0 ,3 ,,1,20,29,25,56,29,40,23,68,17,11,40,21,24,59,57,53,55,61,https://sofifa.com/player/266517/kevin-gadellaa/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Lazaro Owono Ngua Akeng,La Liga,20,181,75,59,72,475K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,20,22,29,53,48,59,20,42,19,8,39,14,31,63,59,62,55,57,https://sofifa.com/player/265405/jesus-lazaro-owono-ngua-akeng/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yusuf Karagoz,3. Lig: Group 1,21,195,85,59,68,450K,1K,900 ,11 ,0 ,0 ,0 ,5 ,,1,28,20,31,54,23,32,18,69,22,13,39,11,35,62,58,64,53,61,https://sofifa.com/player/264285/yusuf-karagoz/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Kruth,3. Liga,18,186,78,59,67,400K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,25,30,21,31,32,40,26,43,21,13,35,12,36,63,61,62,60,61,https://sofifa.com/player/264208/noah-kruth/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August Ahlin,3. Liga,24,182,84,59,63,250K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,38,35,44,48,32,55,30,55,29,15,38,14,32,60,58,60,60,61,https://sofifa.com/player/263598/august-ahlin/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sef Van Damme,3. Liga,18,191,78,59,77,500K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,18,21,25,30,21,33,21,57,24,11,39,12,27,68,55,55,62,60,https://sofifa.com/player/263531/sef-van-damme/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Bonelli,CFA Group D,18,191,81,59,72,450K,500,90 ,1 ,0 ,0 ,0 ,0 ,,1,45,46,34,46,42,60,28,52,26,19,47,14,29,61,58,56,61,60,https://sofifa.com/player/263441/lucas-bonelli/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philipp Schulze,Junioren Bundesliga,18,190,82,59,76,500K,700,270 ,3 ,0 ,0 ,0 ,0 ,,1,24,29,28,56,22,32,26,64,24,13,27,10,38,60,56,57,56,62,https://sofifa.com/player/263272/philipp-schulze/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Sauter,3. Liga,18,190,80,59,73,450K,500,90 ,1 ,0 ,0 ,0 ,1 ,,1,28,26,32,50,29,75,27,55,22,9,27,14,30,62,58,57,53,65,https://sofifa.com/player/263023/niklas-sauter/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Tschernuth,Junioren Bundesliga,19,186,84,59,70,425K,1K,180 ,2 ,0 ,0 ,0 ,1 ,,1,18,17,22,41,38,45,24,41,25,7,21,19,30,60,61,60,58,60,https://sofifa.com/player/262922/paul-tschernuth/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Cabrera,Junioren Bundesliga,20,181,78,59,71,475K,950,180 ,2 ,0 ,0 ,0 ,1 ,,1,18,34,33,58,44,63,25,52,27,15,31,9,34,60,55,56,58,59,https://sofifa.com/player/262786/joaquin-cabrera/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Ravizzoli,Junioren Bundesliga,23,190,85,59,64,275K,1K,180 ,2 ,0 ,0 ,0 ,1 ,,1,31,19,34,51,34,48,25,60,23,12,28,11,38,59,59,62,59,60,https://sofifa.com/player/262718/franco-ravizzoli/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tidiane Malbec,National 3: Nouvelle-Aquitaine,19,185,72,59,70,425K,1K,270 ,3 ,0 ,0 ,0 ,0 ,,1,23,23,23,48,33,49,22,56,25,13,37,18,27,60,62,60,58,59,https://sofifa.com/player/262708/tidiane-malbec/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxime Mignon,National 3: Nouvelle-Aquitaine,30,184,80,59,59,150K,2K,270 ,3 ,0 ,0 ,0 ,0 ,,1,28,29,22,33,47,62,21,48,22,13,25,16,27,63,61,52,59,64,https://sofifa.com/player/262157/maxime-mignon/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yannick Pandor,Ligue 1,20,178,73,59,69,425K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,19,22,26,54,41,57,23,51,26,12,28,11,24,61,58,54,57,58,https://sofifa.com/player/262069/yannick-pandor/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Silva,Primera Division,23,196,98,59,67,425K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,18,27,22,60,27,36,26,70,20,7,37,10,30,61,57,54,57,55,https://sofifa.com/player/262059/joaquin-silva/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daan Reiziger,Eerste Divisie,20,188,78,59,70,425K,1K,810 ,9 ,32 ,21 ,0 ,0 ,6,1,33,32,31,59,43,54,28,59,23,10,32,31,36,55,60,59,56,61,https://sofifa.com/player/261755/daan-reiziger/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Torres,Eerste Divisie,21,180,77,59,66,400K,500,810 ,9 ,32 ,21 ,0 ,0 ,6,1,33,33,25,50,50,65,29,55,28,8,38,13,27,58,60,55,58,61,https://sofifa.com/player/261562/carlos-torres/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Johnen,Bundesliga,18,186,90,59,73,450K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,28,21,24,39,30,48,27,53,18,9,32,15,29,62,58,55,59,63,https://sofifa.com/player/261449/marcel-johnen/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kleber Pinargote,Liga Pro,18,180,70,59,79,550K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,32,20,29,60,42,59,27,38,20,13,27,11,23,60,53,58,54,62,https://sofifa.com/player/261407/kleber-pinargote/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idar Lysgard,2. Division - Group 1,26,191,91,59,63,240K,600,1800 ,20 ,0 ,0 ,0 ,6 ,,1,30,27,39,50,27,42,19,70,21,6,31,17,25,61,60,57,57,58,https://sofifa.com/player/261027/idar-lysgard/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekrem Kilicarslan,1. Lig,23,187,82,59,66,375K,1K,1260 ,14 ,0 ,0 ,0 ,1 ,,1,45,49,41,58,37,54,25,63,28,13,30,17,39,62,55,60,53,62,https://sofifa.com/player/260933/ekrem-kilicarslan/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias Bordner,Bundesliga,19,188,92,59,74,475K,1K,90 ,1 ,5 ,3 ,0 ,0 ,7,1,21,22,25,51,35,53,21,65,26,7,27,11,38,60,54,57,58,63,https://sofifa.com/player/260822/elias-bordner/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Ahlers,Bundesliga,23,194,86,59,64,275K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,23,27,33,44,26,40,24,67,16,6,34,15,24,60,58,61,60,62,https://sofifa.com/player/259900/soren-ahlers/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Toledo,Division 1,22,183,73,59,68,450K,500,180 ,2 ,0 ,0 ,0 ,0 ,,1,44,47,39,39,44,61,42,48,17,13,34,16,27,61,61,59,59,62,https://sofifa.com/player/259705/oscar-toledo/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Rivasseau,Division 1,24,189,85,59,65,300K,2K,180 ,2 ,0 ,0 ,0 ,0 ,,1,14,25,28,55,40,60,26,50,25,9,26,12,30,57,58,53,59,60,https://sofifa.com/player/258091/franco-rivasseau/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Klein,Regionalliga: Südwest,20,191,84,59,73,475K,2K,1350 ,15 ,0 ,0 ,0 ,2 ,,1,20,27,28,54,31,38,23,57,17,7,35,14,29,60,58,56,55,60,https://sofifa.com/player/257637/daniel-klein/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Dabrowski,League One,23,197,80,59,68,425K,900,720 ,8 ,0 ,0 ,0 ,4 ,,1,19,27,34,60,34,65,27,64,28,12,26,15,36,59,57,58,55,60,https://sofifa.com/player/257342/kevin-dabrowski/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Hedl,Admiral Bundesliga,20,188,78,59,73,475K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,28,30,36,55,42,58,25,61,17,12,31,15,27,65,57,59,49,64,https://sofifa.com/player/256938/niklas-hedl/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Morinigo,Division 1,22,185,82,59,66,400K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,33,22,37,56,38,51,30,48,20,11,34,9,28,54,57,58,59,62,https://sofifa.com/player/256156/rodrigo-morinigo/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daiki Hotta,J2-League,26,183,78,59,62,230K,650,0 ,0 ,0 ,0 ,0 ,0 ,,1,19,30,23,56,48,62,18,62,24,10,45,12,34,61,54,56,57,60,https://sofifa.com/player/254873/daiki-hotta/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kacper Bieszczad,1. Liga,18,192,82,59,71,450K,500,1530 ,17 ,0 ,0 ,0 ,4 ,,1,39,32,27,50,22,36,28,59,22,8,43,14,25,60,58,55,57,60,https://sofifa.com/player/252500/kacper-bieszczad/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Van Den Berg,Eredivisie,20,185,74,59,69,425K,800,0 ,0 ,0 ,0 ,0 ,0 ,,1,28,18,28,55,32,46,18,51,25,13,24,15,23,59,59,55,58,58,https://sofifa.com/player/252342/connor-van-den-berg/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxim Deman,Pro League,19,194,82,59,72,475K,750,0 ,0 ,0 ,0 ,0 ,0 ,,1,24,15,22,46,28,36,18,52,20,12,32,15,28,63,58,57,56,61,https://sofifa.com/player/252160/maxim-deman/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordy Schelfhout,Pro League,20,183,79,59,70,425K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,33,28,32,55,45,59,17,38,23,14,35,15,35,60,57,57,53,64,https://sofifa.com/player/251904/jordy-schelfhout/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Langley,Premier League 2 Divison Two,20,201,80,59,73,475K,3K,810 ,9 ,0 ,0 ,0 ,1 ,,1,30,18,42,48,28,43,27,63,20,11,24,11,23,61,58,54,60,60,https://sofifa.com/player/251453/dan-langley/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Bouallak,National 3: Grand-Est,21,190,75,59,69,450K,1K,360 ,4 ,0 ,0 ,0 ,1 ,,1,17,25,34,50,24,33,28,60,29,13,33,16,39,58,57,56,62,61,https://sofifa.com/player/251332/ryan-bouallak/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrei Ureche,Liga 1,22,185,83,59,65,300K,750,540 ,6 ,0 ,0 ,0 ,1 ,,1,26,41,45,49,43,54,30,55,27,10,47,16,36,59,58,59,57,61,https://sofifa.com/player/251056/andrei-ureche/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coniah Boyce Clarke,Championship,18,183,79,59,79,550K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,29,26,25,51,21,35,20,49,20,15,38,9,29,62,57,63,56,60,https://sofifa.com/player/250831/coniah-boyce-clarke/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Kips,National Division,20,188,78,59,70,425K,800,2070 ,23 ,0 ,0 ,0 ,10 ,,1,22,26,30,43,39,51,16,56,28,8,27,13,26,58,61,59,61,60,https://sofifa.com/player/248545/tim-kips/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Cobrea,Liga 2,30,189,82,59,59,150K,1K,2250 ,25 ,0 ,0 ,0 ,9 ,,1,16,16,27,46,32,45,21,41,20,9,38,10,25,61,60,57,59,60,https://sofifa.com/player/248072/alberto-cobrea/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Sirois,Major League Soccer,20,183,73,59,72,475K,650,0 ,0 ,0 ,0 ,0 ,0 ,,1,35,26,22,49,34,55,29,50,27,14,30,18,34,60,61,52,55,64,https://sofifa.com/player/247494/jonathan-sirois/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Constant,Ligue 2,21,183,75,59,70,450K,650,0 ,0 ,0 ,0 ,0 ,0 ,,1,38,42,35,52,50,60,29,42,20,10,37,11,24,57,63,53,56,59,https://sofifa.com/player/247202/hugo-constant/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Oyerze,Ligue 2,19,189,86,59,59,180K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,14,19,28,58,25,26,13,55,17,12,37,24,37,57,60,62,60,55,https://sofifa.com/player/159910/frank-oyerze/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Hedl,Admiral Bundesliga,20,188,78,59,73,475K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,28,30,36,55,42,58,25,61,17,12,31,15,27,65,57,59,49,64,https://sofifa.com/player/256938/niklas-hedl/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Silva,Primera Division,23,196,98,59,67,425K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,18,27,22,60,27,36,26,70,20,7,37,10,30,61,57,54,57,55,https://sofifa.com/player/262059/joaquin-silva/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vishal Kaith,Indian Super League,24,187,78,59,62,240K,500,1800 ,20 ,48 ,29 ,0 ,6 ,6,1,29,32,24,53,36,47,16,56,21,10,29,13,29,58,57,56,60,59,https://sofifa.com/player/245164/vishal-kaith/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August Ahlin,Indian Super League,24,182,84,59,63,250K,500,1800 ,20 ,48 ,29 ,0 ,6 ,6,1,38,35,44,48,32,55,30,55,29,15,38,14,32,60,58,60,60,61,https://sofifa.com/player/263598/august-ahlin/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrei Ureche,Liga 1,22,185,83,59,65,300K,750,540 ,6 ,0 ,0 ,0 ,1 ,,1,26,41,45,49,43,54,30,55,27,10,47,16,36,59,58,59,57,61,https://sofifa.com/player/251056/andrei-ureche/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yannick Pandor,Ligue 1,20,178,73,59,69,425K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,19,22,26,54,41,57,23,51,26,12,28,11,24,61,58,54,57,58,https://sofifa.com/player/262069/yannick-pandor/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Van Den Berg,Eredivisie,20,185,74,59,69,425K,800,0 ,0 ,0 ,0 ,0 ,0 ,,1,28,18,28,55,32,46,18,51,25,13,24,15,23,59,59,55,58,58,https://sofifa.com/player/252342/connor-van-den-berg/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavel Pavlyuchenko,Vysshaya Liga,23,194,88,59,65,300K,900,1108 ,13 ,0 ,0 ,0 ,3 ,,1,22,32,23,45,28,38,18,64,16,12,36,12,26,59,62,58,58,61,https://sofifa.com/player/266680/pavel-pavlyuchenko/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Torres,Vysshaya Liga,21,180,77,59,66,400K,500,1108 ,13 ,0 ,0 ,0 ,3 ,,1,33,33,25,50,50,65,29,55,28,8,38,13,27,58,60,55,58,61,https://sofifa.com/player/261562/carlos-torres/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Lazaro Owono Ngua Akeng,La Liga,20,181,75,59,72,475K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,20,22,29,53,48,59,20,42,19,8,39,14,31,63,59,62,55,57,https://sofifa.com/player/265405/jesus-lazaro-owono-ngua-akeng/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brady Scott,USL Championship,22,187,78,59,71,475K,850,180 ,2 ,0 ,0 ,0 ,0 ,,1,33,30,38,40,46,64,21,44,26,14,33,12,27,64,59,60,59,59,https://sofifa.com/player/241091/brady-scott/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Bouallak,National 3: Grand-Est,21,190,75,59,69,450K,1K,360 ,4 ,0 ,0 ,0 ,1 ,,1,17,25,34,50,24,33,28,60,29,13,33,16,39,58,57,56,62,61,https://sofifa.com/player/251332/ryan-bouallak/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Sirois,Major League Soccer,20,183,73,59,72,475K,650,0 ,0 ,0 ,0 ,0 ,0 ,,1,35,26,22,49,34,55,29,50,27,14,30,18,34,60,61,52,55,64,https://sofifa.com/player/247494/jonathan-sirois/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathew Hudson,Championship,22,193,75,59,65,300K,3K,0 ,0 ,0 ,0 ,0 ,0 ,,1,49,42,37,53,54,63,41,51,17,24,48,17,36,58,59,53,60,58,https://sofifa.com/player/227529/mathew-hudson/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coniah Boyce Clarke,Championship,18,183,79,59,79,550K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,29,26,25,51,21,35,20,49,20,15,38,9,29,62,57,63,56,60,https://sofifa.com/player/250831/coniah-boyce-clarke/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias Bordner,Bundesliga,19,188,92,59,74,475K,1K,90 ,1 ,5 ,3 ,0 ,0 ,7,1,21,22,25,51,35,53,21,65,26,7,27,11,38,60,54,57,58,63,https://sofifa.com/player/260822/elias-bordner/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuart Moore,National League,26,194,72,59,62,230K,2K,630 ,7 ,0 ,0 ,0 ,1 ,,1,45,55,48,52,46,58,30,53,36,26,36,29,33,61,58,57,57,59,https://sofifa.com/player/218593/stuart-moore/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Kips,National Division,20,188,78,59,70,425K,800,2070 ,23 ,0 ,0 ,0 ,10 ,,1,22,26,30,43,39,51,16,56,28,8,27,13,26,58,61,59,61,60,https://sofifa.com/player/248545/tim-kips/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Keto,Kakkonen,23,192,79,59,67,425K,500,270 ,3 ,0 ,0 ,0 ,1 ,,1,49,41,46,53,50,49,25,57,25,18,46,25,38,58,56,55,60,59,https://sofifa.com/player/225766/hugo-keto/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
