,Name,League,Age,Height(cm),Weight(kg),OVR,Potential,Value,Wage,Minutes Played,Appearances,Saves,Saves Inside the Box,Penalties Save,Clean Sheets,League Rating,International Reputation,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Vision,Penalties,Composure,Diving,Handling,Kicking,Positioning,Reflexes,Link
1704,Moritz Schulze,2. Bundesliga,20,190,85,58,69,375000.0,1000.0,0,0,0,0,0,0,,1,42,44,46,58,40,54,32,58,28,9,24,11,29,57,55,56,56,62,https://sofifa.com/player/257149/moritz-schulze/220039/
1705,Mohammed Al Hassawi,2. Bundesliga,32,186,79,58,58,100000.0,2000.0,0,0,0,0,0,0,,1,44,45,29,53,48,57,26,57,24,7,30,12,40,58,57,51,56,59,https://sofifa.com/player/253069/mohammed-al-hassawi/220039/
1706,Roman Celentano,2. Bundesliga,20,192,80,58,71,425000.0,650.0,0,0,0,0,0,0,,1,22,20,25,50,22,30,24,72,22,12,22,18,35,58,55,60,59,58,https://sofifa.com/player/266382/roman-celentano/220039/
1707,Omer Hanin,Bundesliga,23,190,80,58,64,250000.0,2000.0,0,0,0,0,0,0,,1,33,35,28,55,24,30,26,58,18,14,44,10,32,62,52,54,55,63,https://sofifa.com/player/251298/omer-hanin/220039/
1708,Shunta Awaka,Ybc Levain Cup,26,188,77,58,62,220000.0,850.0,0,0,0,0,0,0,,1,31,28,23,58,38,46,36,67,28,10,35,18,34,56,59,54,53,58,https://sofifa.com/player/237736/shunta-awaka/220039/
1709,Job Schuurman,Eredivisie Playoffs,22,190,80,58,67,400000.0,1000.0,0,0,0,0,0,0,,1,21,23,32,56,31,34,16,62,26,12,36,18,37,59,55,57,53,60,https://sofifa.com/player/262599/job-schuurman/220039/
1710,Luis Klatte,3. Liga,21,186,79,58,68,400000.0,950.0,0,0,0,0,0,0,,1,30,33,36,32,37,55,20,58,24,11,38,16,28,62,59,58,57,65,https://sofifa.com/player/257503/luis-klatte/220039/
1711,Thomas Secchi,Ligue 2,24,185,75,58,62,230000.0,600.0,0,0,0,0,0,0,,1,31,31,24,48,45,56,27,41,20,11,27,16,30,61,54,55,56,62,https://sofifa.com/player/248826/thomas-secchi/220039/
1712,Oregan Ravet,Pro League,19,189,77,58,69,375000.0,750.0,0,0,0,0,0,0,,1,28,25,28,45,41,45,20,59,18,10,36,23,37,60,56,50,51,67,https://sofifa.com/player/257791/oregan-ravet/220039/
1713,Kacper Trelowski,2. Liga East,17,190,77,57,73,350000.0,500.0,958,11,0,0,0,0,,1,29,32,33,35,21,36,16,56,17,14,30,10,37,62,56,54,57,62,https://sofifa.com/player/258311/kacper-trelowski/220039/
1714,Malte Pahlsson,Allsvenskan,22,183,80,57,62,200000.0,500.0,90,1,3,2,0,0,6.0,1,28,29,32,38,45,65,23,45,20,15,33,18,32,58,58,57,58,60,https://sofifa.com/player/259988/malte-pahlsson/220039/
1715,Weiguo Liu,Super League,29,197,90,57,58,130000.0,3000.0,90,1,2,1,0,0,6.0,1,53,44,47,53,48,55,37,67,16,20,35,20,28,58,50,60,58,59,https://sofifa.com/player/222176/weiguo-liu/220039/
1716,Thomas Callens,CFA Group A,22,182,81,57,64,275000.0,2000.0,90,1,0,0,0,0,,1,15,19,35,33,49,61,18,53,26,13,36,16,39,63,58,55,56,58,https://sofifa.com/player/243711/thomas-callens/220039/
1717,Paul Bourdelle,National 3: Group L,20,191,78,57,68,300000.0,600.0,783,9,0,0,0,4,,1,54,50,58,53,25,35,17,61,25,8,21,10,36,55,57,50,57,59,https://sofifa.com/player/256924/paul-bourdelle/220039/
1718,Joe Cracknell,League Two,26,183,71,57,60,170000.0,2000.0,720,8,32,21,0,2,6.0,1,45,46,36,53,62,56,42,51,23,23,16,27,32,58,56,55,56,57,https://sofifa.com/player/205558/joe-cracknell/220039/
1719,Lucien Hawryluk,Junioren Bundesliga,20,192,82,57,64,275000.0,500.0,720,8,0,0,0,3,,1,29,27,24,49,30,36,25,60,24,7,30,14,22,55,59,58,56,55,https://sofifa.com/player/263674/lucien-hawryluk/220039/
1720,Sebastian Selin,Superettan,18,202,85,57,75,375000.0,500.0,59,1,0,0,0,1,,1,33,27,36,40,21,38,21,69,16,10,24,13,39,58,59,56,58,57,https://sofifa.com/player/266265/sebastian-selin/220039/
1721,Amir Saipi,Super League,20,194,84,57,71,350000.0,950.0,540,6,30,17,1,2,7.0,1,31,25,26,56,24,32,24,60,25,8,35,17,31,61,55,51,52,56,https://sofifa.com/player/247077/amir-saipi/220039/
1722,Gorka San Nicolas Gil,Tercera - Group 4,20,182,77,57,71,350000.0,900.0,450,5,0,0,0,2,,1,27,18,38,51,42,61,27,52,18,15,27,19,35,61,50,54,56,60,https://sofifa.com/player/264185/gorka-san-nicolas-gil/220039/
1723,Daniel Barden,Premier League 2 Divison Two,20,195,79,57,69,350000.0,3000.0,360,4,0,0,0,1,,1,22,25,38,35,49,63,27,42,20,7,38,17,39,58,59,57,55,62,https://sofifa.com/player/248741/daniel-barden/220039/
1724,Israel Crudelo,Premier League 2 Divison Two,37,186,79,57,57,20000.0,500.0,360,4,0,0,0,1,,1,22,26,39,50,20,55,39,41,36,13,45,16,34,59,55,56,59,53,https://sofifa.com/player/160168/israel-crudelo/220039/
1725,Jung Ho Kim,K-League 1,23,185,77,57,65,325000.0,850.0,360,4,0,0,0,1,,1,19,33,22,45,48,57,29,52,25,7,29,16,34,58,58,51,54,59,https://sofifa.com/player/253169/jung-ho-kim/220039/
1726,Guoming Wang,Super League,31,187,81,57,57,90000.0,2000.0,270,3,7,7,0,0,6.0,1,48,49,30,47,62,74,37,72,34,18,32,20,28,58,55,56,58,59,https://sofifa.com/player/226838/guoming-wang/220039/
1727,Lucas Margueron,National 3: Auvergne-Rhône-Alpes,20,194,85,57,66,300000.0,1000.0,270,3,0,0,0,0,,1,19,21,30,31,24,34,27,72,23,10,21,15,33,59,56,61,57,62,https://sofifa.com/player/257142/lucas-margueron/220039/
1728,Cameron Cook,National Youth League,19,188,79,57,69,350000.0,500.0,270,3,0,0,0,1,,1,26,27,37,52,50,57,29,54,30,11,25,16,22,56,55,62,57,58,https://sofifa.com/player/260538/cameron-cook/220039/
1729,Vic Chambaere,National Youth League,18,190,71,57,74,375000.0,500.0,270,3,0,0,0,1,,1,32,22,33,46,45,60,26,38,28,11,28,15,37,61,57,58,53,59,https://sofifa.com/player/263619/vic-chambaere/220039/
1730,Lee Steacy,Premier Division,28,185,83,57,59,140000.0,500.0,2340,26,0,0,0,2,,1,39,36,33,50,58,53,37,43,22,16,31,16,31,55,56,55,58,57,https://sofifa.com/player/227570/lee-steacy/220039/
1731,Tadhg Ryan,Premier Division,24,181,74,57,62,200000.0,500.0,232,4,0,0,0,1,,1,42,49,33,49,54,59,37,57,21,26,46,29,31,59,56,54,55,58,https://sofifa.com/player/227545/tadhg-ryan/220039/
1732,Adrian Kostrzewski,1. Liga,22,195,91,57,63,210000.0,550.0,203,3,0,0,0,1,,1,33,32,38,42,23,48,20,37,28,11,34,11,23,55,52,54,61,62,https://sofifa.com/player/262802/adrian-kostrzewski/220039/
1733,Lars Hunn,Regionalliga: Südwest,22,182,77,57,65,325000.0,550.0,197,3,0,0,0,2,,1,39,33,48,47,46,66,23,47,18,9,26,15,39,60,53,54,56,58,https://sofifa.com/player/244362/lars-hunn/220039/
1734,Luis Miguel Marquines,Regionalliga: Südwest,18,187,83,57,76,375000.0,500.0,197,3,0,0,0,2,,1,35,36,34,55,33,42,43,60,33,15,28,12,23,58,55,57,55,58,https://sofifa.com/player/264588/luis-miguel-marquines/220039/
1735,Song Hoon Shin,Regionalliga: Südwest,18,180,80,57,74,375000.0,500.0,197,3,0,0,0,2,,1,19,19,24,56,48,60,26,58,23,7,51,14,46,53,55,52,58,60,https://sofifa.com/player/260493/song-hoon-shin/220039/
1736,Macklin Freke,Npl Queensland,22,193,76,57,66,325000.0,650.0,180,2,0,0,0,0,,1,21,17,27,52,25,36,19,63,27,14,36,13,32,58,57,55,50,59,https://sofifa.com/player/252699/macklin-freke/220039/
1737,Taiki Yamada,J-League,19,190,72,57,71,350000.0,500.0,180,2,0,0,0,0,,1,15,33,38,41,29,31,28,62,28,13,34,10,37,59,53,53,58,63,https://sofifa.com/player/255433/taiki-yamada/220039/
1738,Arnau Fabrega Manas,Segunda B - Group 4,21,188,70,57,70,350000.0,800.0,180,2,0,0,0,1,,1,23,28,37,48,34,43,21,51,18,11,22,18,33,59,53,55,54,64,https://sofifa.com/player/264183/arnau-fabrega-manas/220039/
1739,Quentin Galvez Diarra,National 3: Bourgogne-Franche-Comté,19,188,78,57,71,350000.0,500.0,180,2,0,0,0,1,,1,15,16,37,41,34,51,24,37,17,10,29,16,36,58,60,55,56,58,https://sofifa.com/player/263423/quentin-galvez-diarra/220039/
1740,Takumi Yamanoi,J2-League,22,185,80,57,62,200000.0,550.0,149,1,0,0,0,1,,1,42,42,55,30,51,61,33,55,21,10,59,10,24,62,58,61,60,58,https://sofifa.com/player/260316/takumi-yamanoi/220039/
1741,Laxmikant Kattimani,Indian Super League,32,180,72,57,57,80000.0,500.0,1260,14,25,18,0,6,6.0,1,40,40,31,48,53,57,25,52,18,17,15,23,25,56,56,56,57,58,https://sofifa.com/player/217231/laxmikant-kattimani/220039/
1742,Jordan Holmes,Vanarama National League South,24,188,75,57,63,210000.0,650.0,1170,13,0,0,0,4,,1,30,26,40,52,39,52,35,74,33,9,32,11,40,57,56,58,55,56,https://sofifa.com/player/231172/jordan-holmes/220039/
1743,Jiaqi Han,Super League,21,185,76,57,67,325000.0,1000.0,1170,20,43,26,0,5,6.0,1,32,30,33,41,55,72,28,67,34,22,54,11,37,58,60,59,56,59,https://sofifa.com/player/253955/jiaqi-han/220039/
1744,Sam Long,League One,18,183,76,57,75,375000.0,500.0,0,0,0,0,0,0,,1,40,45,49,56,53,64,33,51,15,12,38,16,24,61,54,58,53,57,https://sofifa.com/player/258056/sam-long/220039/
1745,Mustafa Burak Bozan,Super Lig,20,190,80,57,65,300000.0,1000.0,0,0,0,0,0,0,,1,18,21,23,51,27,38,26,57,26,10,31,13,29,61,55,61,51,60,https://sofifa.com/player/250897/mustafa-burak-bozan/220039/
1746,Mirel Bolboasa,Liga 1,31,187,77,57,57,90000.0,950.0,0,0,0,0,0,0,,1,34,36,38,52,35,52,41,50,18,17,51,15,48,56,54,55,58,57,https://sofifa.com/player/256017/mirel-bolboasa/220039/
1747,Teddy Bartouche Selbonne,Ligue 1,24,178,70,57,63,210000.0,2000.0,0,0,0,0,0,0,,1,19,38,37,39,46,60,30,51,19,12,33,15,23,61,56,55,54,62,https://sofifa.com/player/255014/teddy-bartouche-selbonne/220039/
1748,Nicolas Araya,Ligue 1,22,176,73,57,65,325000.0,500.0,0,0,0,0,0,0,,1,40,41,44,57,48,59,28,52,13,23,49,20,45,57,53,55,54,59,https://sofifa.com/player/225845/nicolas-araya/220039/
1749,Bismar Castro,Ligue 1,19,186,81,57,71,350000.0,500.0,0,0,0,0,0,0,,1,26,31,26,45,49,63,18,30,24,14,31,16,27,57,56,58,61,56,https://sofifa.com/player/255811/bismar-castro/220039/
1750,Razvan Began,Ligue 1,24,194,91,57,62,200000.0,1000.0,0,0,0,0,0,0,,1,31,33,50,58,69,77,45,71,45,6,26,12,21,62,53,48,54,55,https://sofifa.com/player/262725/razvan-began/220039/
1751,Dheeraj Singh Moirangthem,Indian Super League,20,180,70,57,71,350000.0,500.0,0,0,0,0,0,2,,1,30,33,26,47,40,50,40,55,16,18,35,11,35,56,55,56,54,62,https://sofifa.com/player/247626/dheeraj-singh-moirangthem/220039/
1752,Simon Beccari,Admiral Bundesliga,22,188,81,57,63,210000.0,1000.0,0,0,0,0,0,0,,1,41,37,41,59,49,60,22,55,22,10,25,14,24,59,54,53,55,57,https://sofifa.com/player/251218/simon-beccari/220039/
1753,Rodrigo Cancino,Admiral Bundesliga,21,183,82,57,67,325000.0,500.0,0,0,0,0,0,0,,1,27,21,33,52,49,56,24,57,16,10,22,14,28,55,56,54,57,58,https://sofifa.com/player/256601/rodrigo-cancino/220039/
1754,Luka Maric,Admiral Bundesliga,18,194,90,57,73,375000.0,500.0,0,0,0,0,0,0,,1,25,27,35,53,45,64,18,51,27,20,31,18,33,53,55,54,60,57,https://sofifa.com/player/259678/luka-maric/220039/
1755,Niklas Heeger,Admiral Bundesliga,21,187,81,57,65,325000.0,1000.0,0,0,0,0,0,0,,1,22,21,25,44,31,62,27,64,20,10,29,10,32,59,53,55,58,60,https://sofifa.com/player/263524/niklas-heeger/220039/
1756,Louis Pelletier,Ligue 2,21,186,75,57,67,325000.0,500.0,0,0,0,0,0,0,,1,26,16,36,45,41,58,21,54,19,7,24,12,23,57,62,60,53,59,https://sofifa.com/player/245866/louis-pelletier/220039/
1757,Hector Holguin,Liga MX,20,180,68,57,72,350000.0,2000.0,0,0,0,0,0,0,,1,51,49,48,56,50,67,35,55,25,14,45,18,45,55,55,52,61,56,https://sofifa.com/player/257901/hector-holguin/220039/
1758,Timothy Galje,First Division B,20,179,71,57,67,300000.0,1000.0,0,0,0,0,0,0,,1,21,24,38,48,50,61,23,37,14,14,23,12,21,60,59,59,48,60,https://sofifa.com/player/254830/timothy-galje/220039/
1759,Robin Roefs,Eredivisie Playoffs,18,192,80,57,71,325000.0,500.0,0,0,0,0,0,0,,1,17,19,31,51,25,36,23,60,24,7,33,16,31,56,54,57,55,60,https://sofifa.com/player/263798/robin-roefs/220039/
1760,Lluis Andreu Ruiz,La Liga,21,189,77,57,65,325000.0,1000.0,0,0,0,0,0,0,,1,30,30,30,47,39,50,30,55,20,20,33,12,32,56,59,56,60,54,https://sofifa.com/player/258688/lluis-andreu-ruiz/220039/
1761,Hugo Barbet,La Liga,20,189,81,57,68,300000.0,750.0,0,0,0,0,0,0,,1,28,31,25,54,36,49,24,61,25,9,23,11,23,59,55,56,54,59,https://sofifa.com/player/262789/hugo-barbet/220039/
1762,Cesar Ramos,Liga MX,21,182,81,57,66,325000.0,3000.0,0,0,0,0,0,0,,1,17,21,26,31,49,63,28,40,23,13,50,11,27,57,58,60,58,61,https://sofifa.com/player/257926/cesar-ramos/220039/
1763,Norbert Haymamba,Segunda Liga,22,205,88,57,64,275000.0,800.0,0,0,0,0,0,0,,1,18,18,22,48,25,30,15,69,14,13,26,18,24,59,57,54,55,59,https://sofifa.com/player/265387/norbert-haymamba/220039/
1764,Jan De Boer,Eredivisie,21,199,95,57,68,325000.0,850.0,0,0,0,0,0,0,,1,18,19,22,51,27,38,21,75,27,13,26,13,30,58,55,57,58,55,https://sofifa.com/player/253110/jan-de-boer/220039/
1765,Louis Fortin,Pro League,19,188,88,57,71,350000.0,1000.0,0,0,0,0,0,0,,1,18,22,29,57,30,51,17,56,20,12,28,12,30,61,55,53,49,58,https://sofifa.com/player/257209/louis-fortin/220039/
1766,Fabian Eutinger,Junioren Bundesliga,17,187,78,57,70,325000.0,500.0,0,0,0,0,0,0,,1,20,24,27,40,39,52,22,48,26,11,38,18,28,60,55,53,56,62,https://sofifa.com/player/267459/fabian-eutinger/220039/
1767,Laurie Walker,League Two,31,196,80,57,57,90000.0,1000.0,0,0,0,0,0,0,,1,29,35,41,53,40,50,27,45,30,13,24,17,28,57,54,55,55,58,https://sofifa.com/player/183749/laurie-walker/220039/
1768,Maximilian Neutgens,Junioren Bundesliga,17,188,72,57,70,325000.0,500.0,0,0,0,0,0,0,,1,23,27,39,39,32,48,21,50,26,12,30,19,39,59,54,55,55,63,https://sofifa.com/player/265180/maximilian-neutgens/220039/
1769,Koki Matsuzawa,J2-League,29,183,82,57,59,140000.0,700.0,0,0,0,0,0,0,,1,26,28,21,44,41,60,20,51,19,10,33,19,28,58,56,58,62,53,https://sofifa.com/player/232927/koki-matsuzawa/220039/
1770,Marwan Al Haidari,Pro League,25,188,76,57,60,170000.0,4000.0,0,0,0,0,0,0,,1,30,32,24,51,39,41,25,59,21,15,32,16,43,58,55,55,58,55,https://sofifa.com/player/232673/marwan-al-haidari/220039/
1771,Emmanuel Ogura,Pro League,19,182,75,57,70,350000.0,650.0,0,0,0,0,0,0,,1,47,49,55,44,45,70,19,48,26,9,42,16,40,60,55,61,55,59,https://sofifa.com/player/264676/emmanuel-ogura/220039/
1772,Sam Sargeant,League Two,23,188,75,57,61,190000.0,2000.0,0,0,0,0,0,0,,1,49,40,32,49,60,51,26,33,18,18,18,19,27,59,57,55,56,58,https://sofifa.com/player/228582/sam-sargeant/220039/
1773,Dorian Salhi,Ligue 2,22,184,74,57,67,325000.0,700.0,0,0,0,0,0,0,,1,32,16,26,30,41,57,28,49,20,10,22,15,27,64,56,58,59,58,https://sofifa.com/player/256754/dorian-salhi/220039/
1774,Julen Fernandez Diaz,La Liga 2,22,186,75,57,64,275000.0,900.0,0,0,0,0,0,0,,1,32,30,38,46,55,54,25,52,23,13,23,12,35,59,61,50,50,60,https://sofifa.com/player/258548/julen-fernandez-diaz/220039/
1775,Matt Bersano,Major League Soccer,28,185,81,57,58,130000.0,1000.0,0,0,0,0,0,0,,1,35,38,52,56,40,62,36,51,29,10,41,25,38,60,51,60,54,58,https://sofifa.com/player/238076/matt-bersano/220039/
1776,Jonas Wendlinger,Admiral Bundesliga,20,192,85,57,66,300000.0,950.0,0,0,0,0,0,0,,1,28,21,49,55,39,43,25,56,24,8,34,14,27,62,57,59,45,60,https://sofifa.com/player/248830/jonas-wendlinger/220039/
1777,John Higashi,loan,19,187,84,57,70,350000.0,500.0,0,0,0,0,0,0,,1,30,31,23,52,42,62,20,78,21,11,27,17,30,61,52,59,52,58,https://sofifa.com/player/260861/john-higashi/220039/
1778,Michael Nelson,Major League Soccer,26,194,85,56,59,140000.0,1000.0,990,11,31,15,0,2,6.0,1,33,16,34,45,28,38,21,56,16,8,25,14,32,55,57,56,56,57,https://sofifa.com/player/243299/michael-nelson/220039/
1779,Unai Ruiz Almandzo,Major League Soccer,21,183,80,56,66,275000.0,900.0,990,11,31,15,0,2,6.0,1,16,26,46,50,28,37,23,56,25,14,31,10,21,52,57,55,54,59,https://sofifa.com/player/262502/unai-ruiz-almandzo/220039/
1780,Mohammad Nawaz,Indian Super League,21,174,70,56,66,275000.0,500.0,900,10,19,8,0,1,6.0,1,37,43,60,52,61,74,26,25,19,7,49,14,30,58,52,56,51,62,https://sofifa.com/player/248292/mohammad-nawaz/220039/
1781,Arshdeep Singh,Indian Super League,23,181,69,56,64,275000.0,500.0,900,10,19,8,0,1,6.0,1,40,46,23,47,47,69,23,34,18,9,26,16,21,55,51,54,54,63,https://sofifa.com/player/253672/arshdeep-singh/220039/
1782,Yaxiong Bao,Super League,24,192,81,56,63,240000.0,1000.0,900,15,27,18,0,3,6.0,1,17,25,38,56,29,50,25,57,20,10,36,15,34,59,52,55,51,56,https://sofifa.com/player/248735/yaxiong-bao/220039/
1783,Theo Sander,Super League,16,189,80,56,74,325000.0,500.0,900,15,27,18,0,3,6.0,1,34,36,38,49,39,56,30,62,24,14,52,20,38,56,57,56,55,57,https://sofifa.com/player/262056/theo-sander/220039/
1784,Matthias Kobbing,Regionalliga: Nord,24,196,90,56,61,170000.0,3000.0,90,1,0,0,0,0,,1,28,38,29,49,22,58,25,60,34,12,44,15,37,61,57,52,51,56,https://sofifa.com/player/239510/matthias-kobbing/220039/
1785,Yun Oh Lee,J3-League,22,190,89,56,65,275000.0,850.0,810,9,0,0,0,1,,1,14,23,22,44,27,39,31,25,26,14,36,10,29,56,56,53,56,59,https://sofifa.com/player/239811/yun-oh-lee/220039/
1786,Jonas Nickisch,J3-League,17,185,75,56,74,325000.0,500.0,810,9,0,0,0,1,,1,21,33,25,40,38,62,25,48,15,12,38,12,33,62,55,54,53,60,https://sofifa.com/player/267460/jonas-nickisch/220039/
1787,Frank Stople,Obos-Ligaen,19,186,75,56,70,300000.0,500.0,720,8,0,0,0,2,,1,24,33,38,39,21,37,25,60,25,10,25,15,21,57,57,55,55,59,https://sofifa.com/player/247839/frank-stople/220039/
1788,Lucas Bergstrom,Premier League 2 Division One,18,200,84,56,75,325000.0,1000.0,645,8,0,0,0,0,,1,17,33,35,44,29,39,24,65,24,9,29,17,31,57,56,58,54,57,https://sofifa.com/player/261375/lucas-bergstrom/220039/
1789,Jedrzej Grobelny,1. Liga,20,190,83,56,66,275000.0,500.0,630,7,0,0,0,2,,1,30,33,36,49,55,54,23,56,16,7,29,17,24,54,57,54,54,58,https://sofifa.com/player/252505/jedrzej-grobelny/220039/
1790,Lukas Jensen,Inkasso-Deildin,22,198,90,56,66,275000.0,3000.0,630,7,0,0,0,2,,1,18,33,29,55,33,54,24,48,22,14,21,14,26,56,54,50,52,57,https://sofifa.com/player/243373/lukas-jensen/220039/
1791,Kaito Ioka,Inkasso-Deildin,23,186,79,56,62,180000.0,600.0,630,7,0,0,0,2,,1,30,36,34,56,40,56,20,44,24,12,36,16,30,55,57,59,51,56,https://sofifa.com/player/260525/kaito-ioka/220039/
1792,Wei Chen,Super League,23,188,80,56,64,275000.0,2000.0,585,7,20,13,0,1,6.0,1,26,34,32,57,33,54,28,61,18,11,52,10,26,57,52,51,52,58,https://sofifa.com/player/241327/wei-chen/220039/
1793,Subrata Paul,Indian Super League,34,182,74,56,56,25000.0,500.0,540,6,13,9,0,2,6.0,1,56,46,65,58,46,69,32,49,28,23,27,16,52,55,51,58,52,61,https://sofifa.com/player/193911/subrata-paul/220039/
1794,Michal Oczkowski,Indian Super League,20,190,85,56,65,275000.0,550.0,540,6,13,9,0,2,6.0,1,41,30,33,37,28,33,29,52,28,7,41,15,24,58,55,57,55,59,https://sofifa.com/player/263033/michal-oczkowski/220039/
1795,Brett Minnema,Indian Super League,19,192,80,56,67,275000.0,500.0,540,6,13,9,0,2,6.0,1,18,21,28,47,22,33,23,61,21,6,26,17,33,58,55,55,52,61,https://sofifa.com/player/262266/brett-minnema/220039/
1796,Tymur Puzankov,Indian Super League,18,194,83,56,73,325000.0,500.0,540,6,13,9,0,2,6.0,1,65,65,60,44,65,62,45,56,20,7,29,14,22,56,53,66,57,55,https://sofifa.com/player/263805/tymur-puzankov/220039/
1797,Ricardo Gutierrez,Liga MX,24,181,78,56,61,170000.0,1000.0,495,6,17,11,0,1,6.0,1,19,30,29,44,49,62,37,43,23,14,25,11,28,54,56,59,57,57,https://sofifa.com/player/244828/ricardo-gutierrez/220039/
1798,Feng Han,Super League,37,188,80,56,56,15000.0,750.0,46,1,2,1,0,0,6.0,1,50,52,57,54,61,66,36,64,34,12,54,15,65,57,54,58,55,54,https://sofifa.com/player/183031/feng-han/220039/
1799,Colin Mccabe,Premier Division,24,193,82,56,58,140000.0,500.0,450,5,0,0,0,1,,1,34,38,40,41,38,60,40,58,39,23,52,19,38,58,54,57,56,57,https://sofifa.com/player/241542/colin-mccabe/220039/
1800,Mansour Jawhar,Pro League,26,178,64,56,59,140000.0,2000.0,450,5,0,0,0,0,,1,47,40,37,53,47,55,30,63,21,18,14,22,28,55,58,52,55,56,https://sofifa.com/player/228253/mansour-jawhar/220039/
1801,Gerard Doherty,Premier Division,39,188,86,56,56,15000.0,500.0,441,6,0,0,0,1,,1,32,32,54,51,52,44,35,69,32,14,32,11,29,55,56,57,54,56,https://sofifa.com/player/186838/gerard-doherty/220039/
1802,Adam Przybek,Vanarama National League South,21,188,78,56,66,275000.0,850.0,360,4,0,0,0,1,,1,31,27,39,49,53,56,17,58,39,18,22,21,36,58,57,55,55,55,https://sofifa.com/player/250925/adam-przybek/220039/
1803,Nick Suman,New South Wales,21,197,87,56,67,275000.0,500.0,360,4,0,0,0,0,,1,23,19,31,48,29,33,29,37,24,13,32,15,34,57,57,54,55,54,https://sofifa.com/player/236919/nick-suman/220039/
1804,Lasse Schulz,Regionalliga: Bayern,18,198,80,56,71,300000.0,500.0,270,3,0,0,0,0,,1,21,18,22,38,24,33,15,63,18,12,39,11,29,57,60,57,54,56,https://sofifa.com/player/263315/lasse-schulz/220039/
1805,Patrick Schulte,Regionalliga: Bayern,20,193,79,56,67,275000.0,650.0,270,3,0,0,0,0,,1,15,18,29,50,27,36,19,63,22,6,24,16,36,54,54,52,59,54,https://sofifa.com/player/266389/patrick-schulte/220039/
1806,Albino Gomes,Indian Super League,27,189,87,56,59,140000.0,500.0,1800,20,58,34,3,3,6.0,1,31,35,28,45,46,64,19,51,16,12,32,12,38,57,56,54,55,56,https://sofifa.com/player/248284/albino-gomes/220039/
1807,Martin Ballesteros,Indian Super League,19,192,87,56,71,300000.0,650.0,1800,20,58,34,3,3,6.0,1,55,50,35,55,33,58,45,43,11,21,41,25,39,60,53,55,54,52,https://sofifa.com/player/259549/martin-ballesteros/220039/
1808,Finn Bohmker,Indian Super League,17,189,82,56,73,325000.0,500.0,1800,20,58,34,3,3,6.0,1,18,16,36,36,23,31,19,63,18,13,34,19,20,59,54,55,54,61,https://sofifa.com/player/265440/finn-bohmker/220039/
1809,Benjamin Schubert,First Division,24,184,80,56,60,160000.0,1000.0,180,2,0,0,0,0,,1,24,31,33,48,48,59,26,48,22,11,29,15,35,58,57,59,57,50,https://sofifa.com/player/266565/benjamin-schubert/220039/
1810,Dylan Castanheira,USL League One,26,188,93,56,61,160000.0,1000.0,180,2,0,0,0,0,,1,33,40,38,50,40,56,41,62,33,21,13,35,41,55,56,57,55,58,https://sofifa.com/player/212719/dylan-castanheira/220039/
1811,Tomoki Hayakawa,USL League One,22,187,81,56,63,250000.0,1000.0,180,2,0,0,0,0,,1,25,41,38,49,37,62,29,71,20,19,28,11,25,60,52,54,49,62,https://sofifa.com/player/260847/tomoki-hayakawa/220039/
1812,Mohamed Kone,USL League One,19,186,78,56,68,300000.0,500.0,180,2,0,0,0,0,,1,17,28,22,55,21,33,17,60,17,13,22,11,30,56,53,54,54,58,https://sofifa.com/player/263922/mohamed-kone/220039/
1813,Wille Jakobsson,Superettan,19,189,85,56,66,275000.0,500.0,1375,17,0,0,0,4,,1,27,20,27,32,37,54,20,57,24,7,34,12,30,56,58,59,58,57,https://sofifa.com/player/247033/wille-jakobsson/220039/
1814,Brad Wade,Vanarama National League North,20,182,74,56,66,275000.0,850.0,1350,15,0,0,0,2,,1,45,50,50,46,63,59,40,53,34,20,52,18,40,56,60,57,55,55,https://sofifa.com/player/240838/brad-wade/220039/
1815,Matthew Connor,Premier Division,24,192,82,56,62,180000.0,500.0,131,3,0,0,0,2,,1,30,16,37,45,60,57,28,51,17,12,38,16,36,56,57,55,54,56,https://sofifa.com/player/232149/matthew-connor/220039/
1816,Peter Cherrie,Premier Division,37,188,76,56,56,15000.0,500.0,1260,14,0,0,0,5,,1,23,21,37,55,52,54,26,57,38,16,45,16,46,56,56,55,52,54,https://sofifa.com/player/140300/peter-cherrie/220039/
1817,Hunter Sulte,Major League Soccer,19,201,88,56,73,325000.0,500.0,112,2,3,2,0,0,6.0,1,26,16,24,48,29,37,18,72,19,7,33,17,25,59,57,56,47,59,https://sofifa.com/player/260743/hunter-sulte/220039/
1818,Julian Bauer,Major League Soccer,21,190,84,56,63,250000.0,650.0,112,2,3,2,0,0,6.0,1,32,19,21,42,28,34,24,57,16,6,32,12,30,58,56,51,53,59,https://sofifa.com/player/266383/julian-bauer/220039/
